사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019052600100463,2019년 5월 26일 20시,일요일,서울특별시 강동구 길동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,49세,경상
2019052600100541,2019년 5월 26일 23시,일요일,서울특별시 마포구 공덕동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,54세,상해없음,자전거,여,20세,경상
2019052700100127,2019년 5월 27일 08시,월요일,서울특별시 강동구 상일동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,45세,상해없음,자전거,남,62세,중상
2019052700100435,2019년 5월 27일 16시,월요일,서울특별시 양천구 신월동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,50세,상해없음,자전거,남,10세,경상
2019052700100542,2019년 5월 27일 19시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 젖음/습기,흐림,교차로 - 교차로안,승용,여,45세,상해없음,자전거,남,60세,경상
2019052800100040,2019년 5월 28일 01시,화요일,서울특별시 은평구 녹번동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,76세,상해없음,자전거,여,32세,경상
2019052800100092,2019년 5월 28일 07시,화요일,서울특별시 영등포구 양평동5가,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,51세,중상,자전거,남,70세,경상
2019052800100302,2019년 5월 28일 13시,화요일,서울특별시 영등포구 당산동5가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,40세,상해없음,자전거,여,28세,경상
2019052800100348,2019년 5월 28일 14시,화요일,서울특별시 관악구 봉천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,자전거,남,77세,경상
2019052800100506,2019년 5월 28일 17시,화요일,서울특별시 은평구 진관동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,79세,상해없음,자전거,남,7세,경상
